"lon" "lat" "currentDist"
"5257" 56 87 82
"5258" 56 88 110
"5259" 56 89 118
"5260" 56 90 180
"5261" 56 91 143
"5262" 56 92 115
"5263" 56 93 109
"5264" 56 94 103
"5265" 57 1 132
"5266" 57 2 138
"5267" 57 3 150
"5268" 57 4 136
"5269" 57 5 111
"5270" 57 6 119
"5271" 57 7 109
"5272" 57 8 119
"5273" 57 9 109
"5274" 57 10 149
"5275" 57 11 124
"5276" 57 12 123
"5277" 57 13 121
"5278" 57 14 142
"5279" 57 15 130
"5280" 57 16 102
"5281" 57 17 128
"5282" 57 18 106
"5283" 57 19 112
"5284" 57 20 110
"5285" 57 21 141
"5286" 57 22 143
"5287" 57 23 120
"5288" 57 24 103
"5289" 57 25 106
"5290" 57 26 106
"5291" 57 27 100
"5292" 57 28 124
"5293" 57 29 118
"5294" 57 30 132
"5295" 57 31 105
"5296" 57 32 95
"5297" 57 33 95
"5298" 57 34 121
"5299" 57 35 163
"5300" 57 36 147
"5301" 57 37 126
"5302" 57 38 114
"5303" 57 39 104
"5304" 57 40 117
"5305" 57 41 101
"5306" 57 42 107
"5307" 57 43 90
"5308" 57 44 128
"5309" 57 45 92
"5310" 57 46 101
"5311" 57 47 119
"5312" 57 48 76
"5313" 57 49 84
"5314" 57 50 87
"5315" 57 51 135
"5316" 57 52 100
"5317" 57 53 118
"5318" 57 54 99
"5319" 57 55 111
"5320" 57 56 67
"5321" 57 57 80
"5322" 57 58 80
"5323" 57 59 88
"5324" 57 60 99
"5325" 57 61 75
"5326" 57 62 138
"5327" 57 63 88
"5328" 57 64 98
"5329" 57 65 84
"5330" 57 66 120
"5331" 57 67 76
"5332" 57 68 99
"5333" 57 69 100
"5334" 57 70 104
"5335" 57 71 120
"5336" 57 72 95
"5337" 57 73 76
"5338" 57 74 60
"5339" 57 75 94
"5340" 57 76 88
"5341" 57 77 50
"5342" 57 78 87
"5343" 57 79 100
"5344" 57 80 130
"5345" 57 81 137
"5346" 57 82 108
"5347" 57 83 97
"5348" 57 84 111
"5349" 57 85 81
"5350" 57 86 93
"5351" 57 87 106
"5352" 57 88 102
"5353" 57 89 110
"5354" 57 90 152
"5355" 57 91 137
"5356" 57 92 113
"5357" 57 93 111
"5358" 57 94 99
"5359" 58 1 138
"5360" 58 2 130
"5361" 58 3 142
"5362" 58 4 148
"5363" 58 5 115
"5364" 58 6 117
"5365" 58 7 145
"5366" 58 8 91
"5367" 58 9 113
"5368" 58 10 103
"5369" 58 11 114
"5370" 58 12 107
"5371" 58 13 124
"5372" 58 14 118
"5373" 58 15 132
"5374" 58 16 120
"5375" 58 17 158
"5376" 58 18 140
"5377" 58 19 104
"5378" 58 20 97
"5379" 58 21 109
"5380" 58 22 162
"5381" 58 23 123
"5382" 58 24 134
"5383" 58 25 108
"5384" 58 26 107
"5385" 58 27 105
"5386" 58 28 138
"5387" 58 29 144
"5388" 58 30 113
"5389" 58 31 138
"5390" 58 32 121
"5391" 58 33 105
"5392" 58 34 105
"5393" 58 35 137
"5394" 58 36 133
"5395" 58 37 157
"5396" 58 38 140
"5397" 58 39 154
"5398" 58 40 107
"5399" 58 41 99
"5400" 58 42 98
"5401" 58 43 164
"5402" 58 44 168
"5403" 58 45 108
"5404" 58 46 96
"5405" 58 47 119
"5406" 58 48 100
"5407" 58 49 128
"5408" 58 50 133
"5409" 58 51 96
"5410" 58 52 114
"5411" 58 53 99
"5412" 58 54 97
"5413" 58 55 116
"5414" 58 56 78
"5415" 58 57 98
"5416" 58 58 114
"5417" 58 59 73
"5418" 58 60 69
"5419" 58 61 100
"5420" 58 62 89
"5421" 58 63 78
"5422" 58 64 86
"5423" 58 65 102
"5424" 58 66 104
"5425" 58 67 104
"5426" 58 68 94
"5427" 58 69 117
"5428" 58 70 85
"5429" 58 71 97
"5430" 58 72 98
"5431" 58 73 86
"5432" 58 74 91
"5433" 58 75 65
"5434" 58 76 100
"5435" 58 77 106
"5436" 58 78 79
"5437" 58 79 106
"5438" 58 80 123
"5439" 58 81 141
"5440" 58 82 106
"5441" 58 83 95
"5442" 58 84 109
"5443" 58 85 92
"5444" 58 86 101
"5445" 58 87 122
"5446" 58 88 134
"5447" 58 89 98
"5448" 58 90 136
"5449" 58 91 147
"5450" 58 92 97
"5451" 58 93 129
"5452" 58 94 87
"5453" 59 1 142
"5454" 59 2 132
"5455" 59 3 146
"5456" 59 4 114
"5457" 59 5 123
"5458" 59 6 124
"5459" 59 7 151
"5460" 59 8 119
"5461" 59 9 97
"5462" 59 10 128
"5463" 59 11 132
"5464" 59 12 126
"5465" 59 13 157
"5466" 59 14 97
"5467" 59 15 126
"5468" 59 16 148
"5469" 59 17 158
"5470" 59 18 120
"5471" 59 19 128
"5472" 59 20 95
"5473" 59 21 158
"5474" 59 22 158
"5475" 59 23 129
"5476" 59 24 158
"5477" 59 25 134
"5478" 59 26 124
"5479" 59 27 125
"5480" 59 28 136
"5481" 59 29 136
"5482" 59 30 111
"5483" 59 31 133
"5484" 59 32 157
"5485" 59 33 94
"5486" 59 34 118
"5487" 59 35 128
"5488" 59 36 118
"5489" 59 37 167
"5490" 59 38 146
"5491" 59 39 117
"5492" 59 40 121
"5493" 59 41 103
"5494" 59 42 101
"5495" 59 43 142
"5496" 59 44 108
"5497" 59 45 111
"5498" 59 46 122
"5499" 59 47 95
"5500" 59 48 90
"5501" 59 49 119
"5502" 59 50 93
"5503" 59 51 151
"5504" 59 52 136
"5505" 59 53 103
"5506" 59 54 99
"5507" 59 55 102
"5508" 59 56 104
"5509" 59 57 135
"5510" 59 58 80
"5511" 59 59 118
"5512" 59 60 111
"5513" 59 61 56
"5514" 59 62 73
"5515" 59 63 72
"5516" 59 64 98
"5517" 59 65 88
"5518" 59 66 122
"5519" 59 67 148
"5520" 59 68 96
"5521" 59 69 95
"5522" 59 70 91
"5523" 59 71 107
"5524" 59 72 117
"5525" 59 73 103
"5526" 59 74 90
"5527" 59 75 104
"5528" 59 76 95
"5529" 59 77 129
"5530" 59 78 86
"5531" 59 79 123
"5532" 59 80 139
"5533" 59 81 113
"5534" 59 82 138
"5535" 59 83 92
"5536" 59 84 131
"5537" 59 85 103
"5538" 59 86 124
"5539" 59 87 128
"5540" 59 88 109
"5541" 59 89 90
"5542" 59 90 138
"5543" 59 91 143
"5544" 59 92 132
"5545" 59 93 123
"5546" 59 94 95
"5547" 60 1 144
"5548" 60 2 138
"5549" 60 3 142
"5550" 60 4 140
"5551" 60 5 138
"5552" 60 6 150
"5553" 60 7 163
"5554" 60 8 103
"5555" 60 9 141
"5556" 60 10 104
"5557" 60 11 146
"5558" 60 12 157
"5559" 60 13 143
"5560" 60 14 100
"5561" 60 15 112
"5562" 60 16 146
"5563" 60 17 152
"5564" 60 18 147
"5565" 60 19 156
"5566" 60 20 130
"5567" 60 21 134
"5568" 60 22 157
"5569" 60 23 123
"5570" 60 24 130
"5571" 60 25 146
"5572" 60 26 158
"5573" 60 27 124
"5574" 60 28 132
"5575" 60 29 144
"5576" 60 30 115
"5577" 60 31 109
"5578" 60 32 115
"5579" 60 33 128
"5580" 60 34 122
"5581" 60 35 96
"5582" 60 36 125
"5583" 60 37 161
"5584" 60 38 151
"5585" 60 39 126
"5586" 60 40 157
"5587" 60 41 128
"5588" 60 42 110
"5589" 60 43 111
"5590" 60 44 112
"5591" 60 45 81
"5592" 60 46 120
"5593" 60 47 107
"5594" 60 48 102
"5595" 60 49 120
"5596" 60 50 106
"5597" 60 51 116
"5598" 60 52 132
"5599" 60 53 132
"5600" 60 54 105
"5601" 60 55 123
"5602" 60 56 104
"5603" 60 57 127
"5604" 60 58 110
"5605" 60 59 109
"5606" 60 60 110
"5607" 60 61 100
"5608" 60 62 85
"5609" 60 63 100
"5610" 60 64 100
"5611" 60 65 86
"5612" 60 66 130
"5613" 60 67 132
"5614" 60 68 116
"5615" 60 69 80
"5616" 60 70 99
"5617" 60 71 101
"5618" 60 72 91
"5619" 60 73 73
"5620" 60 74 76
"5621" 60 75 114
"5622" 60 76 83
"5623" 60 77 77
"5624" 60 78 60
"5625" 60 79 117
"5626" 60 80 117
"5627" 60 81 111
"5628" 60 82 118
"5629" 60 83 86
"5630" 60 84 128
"5631" 60 85 93
"5632" 60 86 104
"5633" 60 87 116
"5634" 60 88 103
"5635" 60 89 96
"5636" 60 90 154
"5637" 60 91 149
"5638" 60 92 112
"5639" 60 93 115
"5640" 60 94 116
"5641" 61 1 142
"5642" 61 2 122
"5643" 61 3 150
"5644" 61 4 158
"5645" 61 5 136
"5646" 61 6 156
"5647" 61 7 139
"5648" 61 8 135
"5649" 61 9 127
"5650" 61 10 120
"5651" 61 11 152
"5652" 61 12 149
"5653" 61 13 172
"5654" 61 14 116
"5655" 61 15 149
"5656" 61 16 168
"5657" 61 17 124
"5658" 61 18 119
"5659" 61 19 134
"5660" 61 20 129
"5661" 61 21 119
"5662" 61 22 173
"5663" 61 23 133
"5664" 61 24 124
"5665" 61 25 126
"5666" 61 26 146
"5667" 61 27 146
"5668" 61 28 151
"5669" 61 29 99
"5670" 61 30 131
"5671" 61 31 152
"5672" 61 32 110
"5673" 61 33 144
"5674" 61 34 136
"5675" 61 35 131
"5676" 61 36 129
"5677" 61 37 182
"5678" 61 38 187
"5679" 61 39 136
"5680" 61 40 137
"5681" 61 41 104
"5682" 61 42 93
"5683" 61 43 98
"5684" 61 44 81
"5685" 61 45 122
"5686" 61 46 131
"5687" 61 47 101
"5688" 61 48 83
"5689" 61 49 73
"5690" 61 50 104
"5691" 61 51 120
"5692" 61 52 132
"5693" 61 53 146
"5694" 61 54 128
"5695" 61 55 128
"5696" 61 56 118
"5697" 61 57 113
"5698" 61 58 109
"5699" 61 59 132
"5700" 61 60 110
"5701" 61 61 115
"5702" 61 62 106
"5703" 61 63 110
"5704" 61 64 108
"5705" 61 65 106
"5706" 61 66 126
"5707" 61 67 92
"5708" 61 68 120
"5709" 61 69 80
"5710" 61 70 101
"5711" 61 71 89
"5712" 61 72 115
"5713" 61 73 75
"5714" 61 74 59
"5715" 61 75 105
"5716" 61 76 129
"5717" 61 77 95
"5718" 61 78 90
"5719" 61 79 97
"5720" 61 80 143
"5721" 61 81 97
"5722" 61 82 104
"5723" 61 83 97
"5724" 61 84 120
"5725" 61 85 95
"5726" 61 86 107
"5727" 61 87 102
"5728" 61 88 96
"5729" 61 89 118
"5730" 61 90 130
"5731" 61 91 139
"5732" 61 92 154
"5733" 61 93 123
"5734" 61 94 100
"5735" 62 1 152
"5736" 62 2 112
"5737" 62 3 124
"5738" 62 4 150
"5739" 62 5 104
"5740" 62 6 125
"5741" 62 7 179
"5742" 62 8 153
"5743" 62 9 124
"5744" 62 10 136
"5745" 62 11 164
"5746" 62 12 130
"5747" 62 13 152
"5748" 62 14 123
"5749" 62 15 108
"5750" 62 16 127
"5751" 62 17 118
"5752" 62 18 127
"5753" 62 19 123
"5754" 62 20 124
"5755" 62 21 202
"5756" 62 22 165
"5757" 62 23 159
"5758" 62 24 136
"5759" 62 25 158
"5760" 62 26 122
"5761" 62 27 111
"5762" 62 28 141
"5763" 62 29 117
"5764" 62 30 117
"5765" 62 31 135
"5766" 62 32 110
"5767" 62 33 146
"5768" 62 34 148
"5769" 62 35 162
"5770" 62 36 157
"5771" 62 37 134
"5772" 62 38 117
"5773" 62 39 146
"5774" 62 40 136
"5775" 62 41 107
"5776" 62 42 105
"5777" 62 43 79
"5778" 62 44 110
"5779" 62 45 126
"5780" 62 46 99
"5781" 62 47 114
"5782" 62 48 99
"5783" 62 49 63
"5784" 62 50 70
"5785" 62 51 108
"5786" 62 52 113
"5787" 62 53 144
"5788" 62 54 149
"5789" 62 55 135
"5790" 62 56 122
"5791" 62 57 102
"5792" 62 58 104
"5793" 62 59 154
"5794" 62 60 121
"5795" 62 61 122
"5796" 62 62 86
"5797" 62 63 92
"5798" 62 64 120
"5799" 62 65 120
"5800" 62 66 100
"5801" 62 67 128
"5802" 62 68 108
"5803" 62 69 110
"5804" 62 70 102
"5805" 62 71 111
"5806" 62 72 91
"5807" 62 73 105
"5808" 62 74 69
"5809" 62 75 103
"5810" 62 76 127
"5811" 62 77 75
"5812" 62 78 69
"5813" 62 79 133
"5814" 62 80 127
"5815" 62 81 141
"5816" 62 82 69
"5817" 62 83 89
"5818" 62 84 102
"5819" 62 85 95
"5820" 62 86 88
"5821" 62 87 112
"5822" 62 88 110
"5823" 62 89 128
"5824" 62 90 106
"5825" 62 91 137
"5826" 62 92 128
"5827" 62 93 145
"5828" 62 94 112
"5829" 63 1 156
"5830" 63 2 120
"5831" 63 3 124
"5832" 63 4 138
"5833" 63 5 145
"5834" 63 6 133
"5835" 63 7 159
"5836" 63 8 157
"5837" 63 9 152
"5838" 63 10 128
"5839" 63 11 117
"5840" 63 12 132
"5841" 63 13 144
"5842" 63 14 140
"5843" 63 15 110
"5844" 63 16 130
"5845" 63 17 142
"5846" 63 18 153
"5847" 63 19 155
"5848" 63 20 145
"5849" 63 21 145
"5850" 63 22 173
"5851" 63 23 137
"5852" 63 24 124
"5853" 63 25 98
"5854" 63 26 159
"5855" 63 27 135
"5856" 63 28 113
"5857" 63 29 107
"5858" 63 30 102
"5859" 63 31 111
"5860" 63 32 124
"5861" 63 33 129
"5862" 63 34 106
"5863" 63 35 122
"5864" 63 36 163
"5865" 63 37 162
"5866" 63 38 162
"5867" 63 39 109
"5868" 63 40 99
"5869" 63 41 111
"5870" 63 42 85
"5871" 63 43 99
"5872" 63 44 100
"5873" 63 45 119
"5874" 63 46 89
"5875" 63 47 84
"5876" 63 48 84
"5877" 63 49 94
"5878" 63 50 138
"5879" 63 51 100
"5880" 63 52 133
"5881" 63 53 117
"5882" 63 54 145
"5883" 63 55 151
"5884" 63 56 143
"5885" 63 57 134
"5886" 63 58 114
"5887" 63 59 162
"5888" 63 60 144
"5889" 63 61 131
"5890" 63 62 118
"5891" 63 63 135
"5892" 63 64 94
"5893" 63 65 122
"5894" 63 66 92
"5895" 63 67 71
"5896" 63 68 102
"5897" 63 69 106
"5898" 63 70 134
"5899" 63 71 126
"5900" 63 72 93
"5901" 63 73 111
"5902" 63 74 87
"5903" 63 75 111
"5904" 63 76 127
"5905" 63 77 103
"5906" 63 78 85
"5907" 63 79 114
"5908" 63 80 111
"5909" 63 81 99
"5910" 63 82 112
"5911" 63 83 91
"5912" 63 84 121
"5913" 63 85 107
"5914" 63 86 110
"5915" 63 87 113
"5916" 63 88 96
"5917" 63 89 125
"5918" 63 90 83
"5919" 63 91 121
"5920" 63 92 134
"5921" 63 93 123
"5922" 63 94 96
"5923" 64 1 148
"5924" 64 2 154
"5925" 64 3 132
"5926" 64 4 136
"5927" 64 5 133
"5928" 64 6 127
"5929" 64 7 159
"5930" 64 8 155
"5931" 64 9 138
"5932" 64 10 108
"5933" 64 11 148
"5934" 64 12 156
"5935" 64 13 118
"5936" 64 14 150
"5937" 64 15 104
"5938" 64 16 129
"5939" 64 17 116
"5940" 64 18 163
"5941" 64 19 173
"5942" 64 20 135
"5943" 64 21 126
"5944" 64 22 143
"5945" 64 23 143
"5946" 64 24 140
"5947" 64 25 114
"5948" 64 26 161
"5949" 64 27 145
"5950" 64 28 148
"5951" 64 29 102
"5952" 64 30 97
"5953" 64 31 133
"5954" 64 32 110
"5955" 64 33 119
"5956" 64 34 121
"5957" 64 35 126
"5958" 64 36 172
"5959" 64 37 163
"5960" 64 38 153
"5961" 64 39 140
"5962" 64 40 108
"5963" 64 41 76
"5964" 64 42 116
"5965" 64 43 110
"5966" 64 44 83
"5967" 64 45 130
"5968" 64 46 99
"5969" 64 47 105
"5970" 64 48 119
"5971" 64 49 113
"5972" 64 50 126
"5973" 64 51 108
"5974" 64 52 114
"5975" 64 53 118
"5976" 64 54 160
"5977" 64 55 142
"5978" 64 56 162
"5979" 64 57 93
"5980" 64 58 119
"5981" 64 59 104
"5982" 64 60 130
"5983" 64 61 122
"5984" 64 62 140
"5985" 64 63 114
"5986" 64 64 107
"5987" 64 65 114
"5988" 64 66 92
"5989" 64 67 77
"5990" 64 68 77
"5991" 64 69 126
"5992" 64 70 128
"5993" 64 71 156
"5994" 64 72 109
"5995" 64 73 99
"5996" 64 74 75
"5997" 64 75 65
"5998" 64 76 135
"5999" 64 77 85
"6000" 64 78 115
"6001" 64 79 120
"6002" 64 80 105
"6003" 64 81 99
"6004" 64 82 100
"6005" 64 83 103
"6006" 64 84 115
"6007" 64 85 92
"6008" 64 86 62
"6009" 64 87 115
"6010" 64 88 112
"6011" 64 89 93
"6012" 64 90 111
"6013" 64 91 117
"6014" 64 92 128
"6015" 64 93 125
"6016" 64 94 90
"6017" 65 1 130
"6018" 65 2 160
"6019" 65 3 132
"6020" 65 4 139
"6021" 65 5 129
"6022" 65 6 121
"6023" 65 7 155
"6024" 65 8 179
"6025" 65 9 150
"6026" 65 10 126
"6027" 65 11 180
"6028" 65 12 138
"6029" 65 13 126
"6030" 65 14 126
"6031" 65 15 111
"6032" 65 16 141
"6033" 65 17 146
"6034" 65 18 159
"6035" 65 19 151
"6036" 65 20 137
"6037" 65 21 146
"6038" 65 22 145
"6039" 65 23 129
"6040" 65 24 138
"6041" 65 25 152
"6042" 65 26 181
"6043" 65 27 153
"6044" 65 28 129
"6045" 65 29 173
"6046" 65 30 139
"6047" 65 31 91
"6048" 65 32 103
"6049" 65 33 121
"6050" 65 34 122
"6051" 65 35 170
"6052" 65 36 142
"6053" 65 37 134
"6054" 65 38 137
"6055" 65 39 101
"6056" 65 40 109
"6057" 65 41 133
"6058" 65 42 138
"6059" 65 43 116
"6060" 65 44 81
"6061" 65 45 101
"6062" 65 46 99
"6063" 65 47 75
"6064" 65 48 102
"6065" 65 49 91
"6066" 65 50 113
"6067" 65 51 130
"6068" 65 52 127
"6069" 65 53 117
"6070" 65 54 143
"6071" 65 55 100
"6072" 65 56 142
"6073" 65 57 143
"6074" 65 58 110
"6075" 65 59 124
"6076" 65 60 138
"6077" 65 61 105
"6078" 65 62 139
"6079" 65 63 125
"6080" 65 64 101
"6081" 65 65 78
"6082" 65 66 112
"6083" 65 67 72
"6084" 65 68 87
"6085" 65 69 90
"6086" 65 70 116
"6087" 65 71 120
"6088" 65 72 116
"6089" 65 73 75
"6090" 65 74 81
"6091" 65 75 85
"6092" 65 76 85
"6093" 65 77 77
"6094" 65 78 115
"6095" 65 79 103
"6096" 65 80 151
"6097" 65 81 95
"6098" 65 82 94
"6099" 65 83 108
"6100" 65 84 104
"6101" 65 85 116
"6102" 65 86 86
"6103" 65 87 103
"6104" 65 88 110
"6105" 65 89 109
"6106" 65 90 117
"6107" 65 91 133
"6108" 65 92 130
"6109" 65 93 93
"6110" 65 94 80
"6111" 66 1 126
"6112" 66 2 140
"6113" 66 3 134
"6114" 66 4 125
"6115" 66 5 153
"6116" 66 6 154
"6117" 66 7 148
"6118" 66 8 163
"6119" 66 9 140
"6120" 66 10 147
"6121" 66 11 135
"6122" 66 12 162
"6123" 66 13 185
"6124" 66 14 134
"6125" 66 15 131
"6126" 66 16 139
"6127" 66 17 153
"6128" 66 18 150
"6129" 66 19 110
"6130" 66 20 156
"6131" 66 21 152
"6132" 66 22 143
"6133" 66 23 143
"6134" 66 24 190
"6135" 66 25 171
"6136" 66 26 151
"6137" 66 27 166
"6138" 66 28 164
"6139" 66 29 133
"6140" 66 30 127
"6141" 66 31 111
"6142" 66 32 153
"6143" 66 33 151
"6144" 66 34 148
"6145" 66 35 172
"6146" 66 36 167
"6147" 66 37 126
"6148" 66 38 133
"6149" 66 39 100
"6150" 66 40 104
"6151" 66 41 78
"6152" 66 42 90
"6153" 66 43 86
"6154" 66 44 103
"6155" 66 45 101
"6156" 66 46 116
"6157" 66 47 109
"6158" 66 48 90
"6159" 66 49 120
"6160" 66 50 70
"6161" 66 51 101
"6162" 66 52 123
"6163" 66 53 160
"6164" 66 54 139
"6165" 66 55 139
"6166" 66 56 134
"6167" 66 57 139
"6168" 66 58 91
"6169" 66 59 94
"6170" 66 60 92
"6171" 66 61 132
"6172" 66 62 69
"6173" 66 63 105
"6174" 66 64 90
"6175" 66 65 74
"6176" 66 66 96
"6177" 66 67 112
"6178" 66 68 117
"6179" 66 69 120
"6180" 66 70 86
"6181" 66 71 98
"6182" 66 72 108
"6183" 66 73 81
"6184" 66 74 89
"6185" 66 75 87
"6186" 66 76 69
"6187" 66 77 85
"6188" 66 78 111
"6189" 66 79 75
"6190" 66 80 105
"6191" 66 81 97
"6192" 66 82 81
"6193" 66 83 77
"6194" 66 84 90
"6195" 66 85 110
"6196" 66 86 84
"6197" 66 87 87
"6198" 66 88 126
"6199" 66 89 107
"6200" 66 90 105
"6201" 66 91 119
"6202" 66 92 129
"6203" 66 93 109
"6204" 66 94 92
"6205" 67 1 110
"6206" 67 2 122
"6207" 67 3 126
"6208" 67 4 125
"6209" 67 5 133
"6210" 67 6 178
"6211" 67 7 146
"6212" 67 8 126
"6213" 67 9 114
"6214" 67 10 122
"6215" 67 11 119
"6216" 67 12 139
"6217" 67 13 156
"6218" 67 14 162
"6219" 67 15 126
"6220" 67 16 141
"6221" 67 17 131
"6222" 67 18 106
"6223" 67 19 127
"6224" 67 20 169
"6225" 67 21 114
"6226" 67 22 132
"6227" 67 23 183
"6228" 67 24 172
"6229" 67 25 165
"6230" 67 26 110
"6231" 67 27 188
"6232" 67 28 157
"6233" 67 29 151
"6234" 67 30 147
"6235" 67 31 138
"6236" 67 32 183
"6237" 67 33 135
"6238" 67 34 134
"6239" 67 35 143
"6240" 67 36 165
"6241" 67 37 146
"6242" 67 38 130
"6243" 67 39 109
"6244" 67 40 107
"6245" 67 41 94
"6246" 67 42 110
"6247" 67 43 102
"6248" 67 44 61
"6249" 67 45 103
"6250" 67 46 85
"6251" 67 47 126
"6252" 67 48 93
"6253" 67 49 106
"6254" 67 50 117
"6255" 67 51 113
"6256" 67 52 82
"6257" 67 53 86
"6258" 67 54 151
"6259" 67 55 142
"6260" 67 56 143
"6261" 67 57 104
"6262" 67 58 109
"6263" 67 59 109
"6264" 67 60 122
"6265" 67 61 141
"6266" 67 62 110
"6267" 67 63 85
"6268" 67 64 100
"6269" 67 65 111
"6270" 67 66 100
"6271" 67 67 96
"6272" 67 68 87
"6273" 67 69 110
"6274" 67 70 110
"6275" 67 71 88
"6276" 67 72 92
"6277" 67 73 89
"6278" 67 74 75
"6279" 67 75 69
"6280" 67 76 89
"6281" 67 77 93
"6282" 67 78 107
"6283" 67 79 77
"6284" 67 80 101
"6285" 67 81 133
"6286" 67 82 97
"6287" 67 83 119
"6288" 67 84 108
"6289" 67 85 104
"6290" 67 86 92
"6291" 67 87 104
"6292" 67 88 106
"6293" 67 89 79
"6294" 67 90 88
"6295" 67 91 115
"6296" 67 92 111
"6297" 67 93 115
"6298" 67 94 86
"6299" 68 1 124
"6300" 68 2 118
"6301" 68 3 142
"6302" 68 4 120
"6303" 68 5 136
"6304" 68 6 130
"6305" 68 7 135
"6306" 68 8 158
"6307" 68 9 130
"6308" 68 10 108
"6309" 68 11 135
"6310" 68 12 134
"6311" 68 13 132
"6312" 68 14 148
"6313" 68 15 140
"6314" 68 16 109
"6315" 68 17 117
"6316" 68 18 148
"6317" 68 19 151
"6318" 68 20 142
"6319" 68 21 166
"6320" 68 22 138
"6321" 68 23 153
"6322" 68 24 131
"6323" 68 25 169
"6324" 68 26 160
"6325" 68 27 141
"6326" 68 28 185
"6327" 68 29 179
"6328" 68 30 123
"6329" 68 31 148
"6330" 68 32 140
"6331" 68 33 154
"6332" 68 34 132
"6333" 68 35 156
"6334" 68 36 154
"6335" 68 37 143
"6336" 68 38 129
"6337" 68 39 101
"6338" 68 40 99
"6339" 68 41 100
"6340" 68 42 95
"6341" 68 43 108
"6342" 68 44 94
"6343" 68 45 86
"6344" 68 46 108
"6345" 68 47 114
"6346" 68 48 111
"6347" 68 49 118
"6348" 68 50 145
"6349" 68 51 125
"6350" 68 52 110
"6351" 68 53 97
"6352" 68 54 132
"6353" 68 55 140
"6354" 68 56 119
"6355" 68 57 97
"6356" 68 58 93
"6357" 68 59 110
"6358" 68 60 118
"6359" 68 61 122
"6360" 68 62 96
"6361" 68 63 83
"6362" 68 64 113
"6363" 68 65 118
"6364" 68 66 105
"6365" 68 67 78
"6366" 68 68 89
"6367" 68 69 110
"6368" 68 70 116
"6369" 68 71 110
"6370" 68 72 91
"6371" 68 73 79
"6372" 68 74 113
"6373" 68 75 127
"6374" 68 76 88
"6375" 68 77 66
"6376" 68 78 67
"6377" 68 79 110
"6378" 68 80 99
"6379" 68 81 97
"6380" 68 82 96
"6381" 68 83 95
"6382" 68 84 86
"6383" 68 85 108
"6384" 68 86 86
"6385" 68 87 84
"6386" 68 88 102
"6387" 68 89 115
"6388" 68 90 78
"6389" 68 91 121
"6390" 68 92 107
"6391" 68 93 109
"6392" 68 94 88
"6393" 69 1 136
"6394" 69 2 134
"6395" 69 3 140
"6396" 69 4 124
"6397" 69 5 128
"6398" 69 6 134
"6399" 69 7 138
"6400" 69 8 146
"6401" 69 9 141
"6402" 69 10 90
"6403" 69 11 154
"6404" 69 12 163
"6405" 69 13 122
"6406" 69 14 146
"6407" 69 15 148
"6408" 69 16 133
"6409" 69 17 169
"6410" 69 18 156
"6411" 69 19 165
"6412" 69 20 124
"6413" 69 21 174
"6414" 69 22 139
"6415" 69 23 155
"6416" 69 24 125
"6417" 69 25 154
"6418" 69 26 135
"6419" 69 27 117
"6420" 69 28 129
"6421" 69 29 131
"6422" 69 30 154
"6423" 69 31 120
"6424" 69 32 139
"6425" 69 33 144
"6426" 69 34 144
"6427" 69 35 162
"6428" 69 36 142
"6429" 69 37 121
"6430" 69 38 117
"6431" 69 39 101
"6432" 69 40 89
"6433" 69 41 96
"6434" 69 42 105
"6435" 69 43 136
"6436" 69 44 122
"6437" 69 45 126
"6438" 69 46 98
"6439" 69 47 108
"6440" 69 48 114
"6441" 69 49 115
"6442" 69 50 133
"6443" 69 51 182
"6444" 69 52 140
"6445" 69 53 104
"6446" 69 54 120
"6447" 69 55 123
"6448" 69 56 77
"6449" 69 57 110
"6450" 69 58 121
"6451" 69 59 106
"6452" 69 60 101
"6453" 69 61 100
"6454" 69 62 86
"6455" 69 63 127
"6456" 69 64 111
"6457" 69 65 123
"6458" 69 66 95
"6459" 69 67 105
"6460" 69 68 146
"6461" 69 69 95
"6462" 69 70 115
"6463" 69 71 124
"6464" 69 72 105
"6465" 69 73 73
"6466" 69 74 107
"6467" 69 75 132
"6468" 69 76 132
"6469" 69 77 80
"6470" 69 78 82
"6471" 69 79 88
"6472" 69 80 82
"6473" 69 81 91
"6474" 69 82 93
"6475" 69 83 94
"6476" 69 84 98
"6477" 69 85 146
"6478" 69 86 70
"6479" 69 87 114
"6480" 69 88 122
"6481" 69 89 100
"6482" 69 90 104
"6483" 69 91 113
"6484" 69 92 115
"6485" 69 93 103
"6486" 69 94 102
"6487" 70 1 118
"6488" 70 2 140
"6489" 70 3 155
"6490" 70 4 121
"6491" 70 5 144
"6492" 70 6 142
"6493" 70 7 154
"6494" 70 8 166
"6495" 70 9 145
"6496" 70 10 121
"6497" 70 11 124
"6498" 70 12 131
"6499" 70 13 115
"6500" 70 14 150
"6501" 70 15 143
"6502" 70 16 155
"6503" 70 17 133
"6504" 70 18 162
"6505" 70 19 132
"6506" 70 20 144
"6507" 70 21 144
"6508" 70 22 118
"6509" 70 23 159
"6510" 70 24 157
"6511" 70 25 180
"6512" 70 26 174
"6513" 70 27 185
"6514" 70 28 143
"6515" 70 29 138
"6516" 70 30 128
"6517" 70 31 126
"6518" 70 32 145
"6519" 70 33 143
"6520" 70 34 128
"6521" 70 35 145
"6522" 70 36 146
"6523" 70 37 144
"6524" 70 38 84
"6525" 70 39 121
"6526" 70 40 120
"6527" 70 41 92
